,REF_DATE,GEO,Type of fuel sales,UOM,SCALAR_FACTOR,VALUE
1116,2007,Yukon,Net sales of gasoline,Litres,thousands,60741.0
1117,2007,Yukon,Gross sales of gasoline,Litres,thousands,62816.0
1118,2007,Yukon,Net sales of diesel oil,Litres,thousands,43789.0
1119,2007,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1120,2007,Northwest Territories,Net sales of gasoline,Litres,thousands,38855.0
1121,2007,Northwest Territories,Gross sales of gasoline,Litres,thousands,47898.0
1122,2007,Northwest Territories,Net sales of diesel oil,Litres,thousands,162327.0
1123,2007,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1124,2007,Nunavut,Net sales of gasoline,Litres,thousands,17179.0
1125,2007,Nunavut,Gross sales of gasoline,Litres,thousands,17179.0
1126,2007,Nunavut,Net sales of diesel oil,Litres,thousands,6360.0
1127,2007,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1128,2008,Canada,Net sales of gasoline,Litres,thousands,39148560.0
1129,2008,Canada,Gross sales of gasoline,Litres,thousands,40496036.0
1130,2008,Canada,Net sales of diesel oil,Litres,thousands,16555321.0
1131,2008,Canada,Net sales of liquefied petroleum gas,Litres,thousands,263728.0
1132,2008,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,617143.0
1133,2008,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,630257.0
1134,2008,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,264232.0
1135,2008,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,1562.0
1136,2008,Prince Edward Island,Net sales of gasoline,Litres,thousands,194003.0
1137,2008,Prince Edward Island,Gross sales of gasoline,Litres,thousands,196645.0
1138,2008,Prince Edward Island,Net sales of diesel oil,Litres,thousands,43906.0
1139,2008,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,1085.0
1140,2008,Nova Scotia,Net sales of gasoline,Litres,thousands,1157968.0
1141,2008,Nova Scotia,Gross sales of gasoline,Litres,thousands,1164705.0
1142,2008,Nova Scotia,Net sales of diesel oil,Litres,thousands,418907.0
1143,2008,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,1924.0
1144,2008,New Brunswick,Net sales of gasoline,Litres,thousands,1012067.0
1145,2008,New Brunswick,Gross sales of gasoline,Litres,thousands,1055531.0
1146,2008,New Brunswick,Net sales of diesel oil,Litres,thousands,468689.0
1147,2008,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,2606.0
1148,2008,Quebec,Net sales of gasoline,Litres,thousands,8191537.0
1149,2008,Quebec,Gross sales of gasoline,Litres,thousands,8287272.0
1150,2008,Quebec,Net sales of diesel oil,Litres,thousands,2929446.0
1151,2008,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1152,2008,Ontario,Net sales of gasoline,Litres,thousands,15443375.0
1153,2008,Ontario,Gross sales of gasoline,Litres,thousands,15667959.0
1154,2008,Ontario,Net sales of diesel oil,Litres,thousands,5132435.0
1155,2008,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,52964.0
1156,2008,Manitoba,Net sales of gasoline,Litres,thousands,1375752.0
1157,2008,Manitoba,Gross sales of gasoline,Litres,thousands,1527789.0
1158,2008,Manitoba,Net sales of diesel oil,Litres,thousands,737729.0
1159,2008,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,68642.0
1160,2008,Saskatchewan,Net sales of gasoline,Litres,thousands,1254365.0
1161,2008,Saskatchewan,Gross sales of gasoline,Litres,thousands,1608250.0
1162,2008,Saskatchewan,Net sales of diesel oil,Litres,thousands,1191964.0
1163,2008,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,67245.0
1164,2008,Alberta,Net sales of gasoline,Litres,thousands,5317300.0
1165,2008,Alberta,Gross sales of gasoline,Litres,thousands,5608400.0
1166,2008,Alberta,Net sales of diesel oil,Litres,thousands,3488800.0
1167,2008,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,67700.0
1168,2008,British Columbia,Net sales of gasoline,Litres,thousands,4467255.0
1169,2008,British Columbia,Gross sales of gasoline,Litres,thousands,4619653.0
1170,2008,British Columbia,Net sales of diesel oil,Litres,thousands,1714031.0
1171,2008,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,
1172,2008,Yukon,Net sales of gasoline,Litres,thousands,62797.0
1173,2008,Yukon,Gross sales of gasoline,Litres,thousands,64950.0
1174,2008,Yukon,Net sales of diesel oil,Litres,thousands,46827.0
1175,2008,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1176,2008,Northwest Territories,Net sales of gasoline,Litres,thousands,37312.0
1177,2008,Northwest Territories,Gross sales of gasoline,Litres,thousands,46939.0
1178,2008,Northwest Territories,Net sales of diesel oil,Litres,thousands,112391.0
1179,2008,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1180,2008,Nunavut,Net sales of gasoline,Litres,thousands,17687.0
1181,2008,Nunavut,Gross sales of gasoline,Litres,thousands,17687.0
1182,2008,Nunavut,Net sales of diesel oil,Litres,thousands,5966.0
1183,2008,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1184,2009,Canada,Net sales of gasoline,Litres,thousands,39708461.0
1185,2009,Canada,Gross sales of gasoline,Litres,thousands,41028454.0
1186,2009,Canada,Net sales of diesel oil,Litres,thousands,16188394.0
1187,2009,Canada,Net sales of liquefied petroleum gas,Litres,thousands,271838.0
1188,2009,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,634637.0
1189,2009,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,644852.0
1190,2009,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,239501.0
1191,2009,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,996.0
1192,2009,Prince Edward Island,Net sales of gasoline,Litres,thousands,201323.0
1193,2009,Prince Edward Island,Gross sales of gasoline,Litres,thousands,204522.0
1194,2009,Prince Edward Island,Net sales of diesel oil,Litres,thousands,58738.0
1195,2009,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1196,2009,Nova Scotia,Net sales of gasoline,Litres,thousands,1192779.0
1197,2009,Nova Scotia,Gross sales of gasoline,Litres,thousands,1200587.0
1198,2009,Nova Scotia,Net sales of diesel oil,Litres,thousands,407387.0
1199,2009,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,4215.0
1200,2009,New Brunswick,Net sales of gasoline,Litres,thousands,1086509.0
1201,2009,New Brunswick,Gross sales of gasoline,Litres,thousands,1116036.0
1202,2009,New Brunswick,Net sales of diesel oil,Litres,thousands,452303.0
1203,2009,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,4569.0
1204,2009,Quebec,Net sales of gasoline,Litres,thousands,8110994.0
1205,2009,Quebec,Gross sales of gasoline,Litres,thousands,8388442.0
1206,2009,Quebec,Net sales of diesel oil,Litres,thousands,2948481.0
1207,2009,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1208,2009,Ontario,Net sales of gasoline,Litres,thousands,15699670.0
1209,2009,Ontario,Gross sales of gasoline,Litres,thousands,15849943.0
1210,2009,Ontario,Net sales of diesel oil,Litres,thousands,4760095.0
1211,2009,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,49030.0
1212,2009,Manitoba,Net sales of gasoline,Litres,thousands,1412998.0
1213,2009,Manitoba,Gross sales of gasoline,Litres,thousands,1572473.0
1214,2009,Manitoba,Net sales of diesel oil,Litres,thousands,727478.0
1215,2009,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,93996.0
1216,2009,Saskatchewan,Net sales of gasoline,Litres,thousands,1354844.0
1217,2009,Saskatchewan,Gross sales of gasoline,Litres,thousands,1696273.0
1218,2009,Saskatchewan,Net sales of diesel oil,Litres,thousands,1172376.0
1219,2009,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,57332.0
1220,2009,Alberta,Net sales of gasoline,Litres,thousands,5350400.0
1221,2009,Alberta,Gross sales of gasoline,Litres,thousands,5569300.0
1222,2009,Alberta,Net sales of diesel oil,Litres,thousands,3632700.0
1223,2009,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,61700.0
1224,2009,British Columbia,Net sales of gasoline,Litres,thousands,4536112.0
1225,2009,British Columbia,Gross sales of gasoline,Litres,thousands,4646008.0
1226,2009,British Columbia,Net sales of diesel oil,Litres,thousands,1647876.0
1227,2009,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,
1228,2009,Yukon,Net sales of gasoline,Litres,thousands,67053.0
1229,2009,Yukon,Gross sales of gasoline,Litres,thousands,69738.0
1230,2009,Yukon,Net sales of diesel oil,Litres,thousands,50197.0
1231,2009,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1232,2009,Northwest Territories,Net sales of gasoline,Litres,thousands,38149.0
1233,2009,Northwest Territories,Gross sales of gasoline,Litres,thousands,47289.0
1234,2009,Northwest Territories,Net sales of diesel oil,Litres,thousands,86013.0
1235,2009,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1236,2009,Nunavut,Net sales of gasoline,Litres,thousands,22992.0
1237,2009,Nunavut,Gross sales of gasoline,Litres,thousands,22991.0
1238,2009,Nunavut,Net sales of diesel oil,Litres,thousands,5248.0
1239,2009,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1240,2010,Canada,Net sales of gasoline,Litres,thousands,40101125.0
1241,2010,Canada,Gross sales of gasoline,Litres,thousands,41452699.0
1242,2010,Canada,Net sales of diesel oil,Litres,thousands,16778508.0
1243,2010,Canada,Net sales of liquefied petroleum gas,Litres,thousands,286202.0
1244,2010,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,655049.0
1245,2010,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,668102.0
1246,2010,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,276546.0
1247,2010,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,1150.0
1248,2010,Prince Edward Island,Net sales of gasoline,Litres,thousands,202006.0
1249,2010,Prince Edward Island,Gross sales of gasoline,Litres,thousands,205349.0
1250,2010,Prince Edward Island,Net sales of diesel oil,Litres,thousands,45768.0
1251,2010,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1252,2010,Nova Scotia,Net sales of gasoline,Litres,thousands,1213016.0
1253,2010,Nova Scotia,Gross sales of gasoline,Litres,thousands,1217768.0
1254,2010,Nova Scotia,Net sales of diesel oil,Litres,thousands,424334.0
1255,2010,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,4264.0
1256,2010,New Brunswick,Net sales of gasoline,Litres,thousands,1107484.0
1257,2010,New Brunswick,Gross sales of gasoline,Litres,thousands,1132432.0
1258,2010,New Brunswick,Net sales of diesel oil,Litres,thousands,478245.0
1259,2010,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,2373.0
1260,2010,Quebec,Net sales of gasoline,Litres,thousands,8269968.0
1261,2010,Quebec,Gross sales of gasoline,Litres,thousands,8550071.0
1262,2010,Quebec,Net sales of diesel oil,Litres,thousands,2953111.0
1263,2010,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1264,2010,Ontario,Net sales of gasoline,Litres,thousands,15780676.0
1265,2010,Ontario,Gross sales of gasoline,Litres,thousands,15948319.0
1266,2010,Ontario,Net sales of diesel oil,Litres,thousands,4986523.0
1267,2010,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,43045.0
1268,2010,Manitoba,Net sales of gasoline,Litres,thousands,1422310.0
1269,2010,Manitoba,Gross sales of gasoline,Litres,thousands,1586063.0
1270,2010,Manitoba,Net sales of diesel oil,Litres,thousands,784956.0
1271,2010,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,117015.0
1272,2010,Saskatchewan,Net sales of gasoline,Litres,thousands,1353666.0
1273,2010,Saskatchewan,Gross sales of gasoline,Litres,thousands,1677169.0
1274,2010,Saskatchewan,Net sales of diesel oil,Litres,thousands,1231752.0
1275,2010,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,67654.0
1276,2010,Alberta,Net sales of gasoline,Litres,thousands,5410900.0
1277,2010,Alberta,Gross sales of gasoline,Litres,thousands,5618300.0
1278,2010,Alberta,Net sales of diesel oil,Litres,thousands,3629600.0
1279,2010,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,50700.0
1280,2010,British Columbia,Net sales of gasoline,Litres,thousands,4560666.0
1281,2010,British Columbia,Gross sales of gasoline,Litres,thousands,4715626.0
1282,2010,British Columbia,Net sales of diesel oil,Litres,thousands,1838578.0
1283,2010,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,
1284,2010,Yukon,Net sales of gasoline,Litres,thousands,70133.0
1285,2010,Yukon,Gross sales of gasoline,Litres,thousands,71502.0
1286,2010,Yukon,Net sales of diesel oil,Litres,thousands,55958.0
1287,2010,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1288,2010,Northwest Territories,Net sales of gasoline,Litres,thousands,42959.0
1289,2010,Northwest Territories,Gross sales of gasoline,Litres,thousands,49706.0
1290,2010,Northwest Territories,Net sales of diesel oil,Litres,thousands,65588.0
1291,2010,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1292,2010,Nunavut,Net sales of gasoline,Litres,thousands,12291.0
1293,2010,Nunavut,Gross sales of gasoline,Litres,thousands,12291.0
1294,2010,Nunavut,Net sales of diesel oil,Litres,thousands,7548.0
1295,2010,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1296,2011,Canada,Net sales of gasoline,Litres,thousands,40412210.0
1297,2011,Canada,Gross sales of gasoline,Litres,thousands,42076411.0
1298,2011,Canada,Net sales of diesel oil,Litres,thousands,17797512.0
1299,2011,Canada,Net sales of liquefied petroleum gas,Litres,thousands,304464.0
1300,2011,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,663160.0
1301,2011,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,670082.0
1302,2011,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,289985.0
1303,2011,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,1167.0
1304,2011,Prince Edward Island,Net sales of gasoline,Litres,thousands,204928.0
1305,2011,Prince Edward Island,Gross sales of gasoline,Litres,thousands,208674.0
1306,2011,Prince Edward Island,Net sales of diesel oil,Litres,thousands,48647.0
1307,2011,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1308,2011,Nova Scotia,Net sales of gasoline,Litres,thousands,1197281.0
1309,2011,Nova Scotia,Gross sales of gasoline,Litres,thousands,1205599.0
1310,2011,Nova Scotia,Net sales of diesel oil,Litres,thousands,415427.0
1311,2011,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,6300.0
1312,2011,New Brunswick,Net sales of gasoline,Litres,thousands,1068631.0
1313,2011,New Brunswick,Gross sales of gasoline,Litres,thousands,1102869.0
1314,2011,New Brunswick,Net sales of diesel oil,Litres,thousands,472237.0
1315,2011,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,5309.0
1316,2011,Quebec,Net sales of gasoline,Litres,thousands,8362093.0
1317,2011,Quebec,Gross sales of gasoline,Litres,thousands,8735461.0
1318,2011,Quebec,Net sales of diesel oil,Litres,thousands,3117994.0
1319,2011,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1320,2011,Ontario,Net sales of gasoline,Litres,thousands,15613137.0
1321,2011,Ontario,Gross sales of gasoline,Litres,thousands,15966493.0
1322,2011,Ontario,Net sales of diesel oil,Litres,thousands,5020838.0
1323,2011,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,58025.0
1324,2011,Manitoba,Net sales of gasoline,Litres,thousands,1444079.0
1325,2011,Manitoba,Gross sales of gasoline,Litres,thousands,1607160.0
1326,2011,Manitoba,Net sales of diesel oil,Litres,thousands,781078.0
1327,2011,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,114799.0
1328,2011,Saskatchewan,Net sales of gasoline,Litres,thousands,1414017.0
1329,2011,Saskatchewan,Gross sales of gasoline,Litres,thousands,1726192.0
1330,2011,Saskatchewan,Net sales of diesel oil,Litres,thousands,1390009.0
1331,2011,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,54564.0
1332,2011,Alberta,Net sales of gasoline,Litres,thousands,5774000.0
1333,2011,Alberta,Gross sales of gasoline,Litres,thousands,5973000.0
1334,2011,Alberta,Net sales of diesel oil,Litres,thousands,3863300.0
1335,2011,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,64300.0
1336,2011,British Columbia,Net sales of gasoline,Litres,thousands,4537496.0
1337,2011,British Columbia,Gross sales of gasoline,Litres,thousands,4741085.0
1338,2011,British Columbia,Net sales of diesel oil,Litres,thousands,2221338.0
1339,2011,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,
1340,2011,Yukon,Net sales of gasoline,Litres,thousands,71641.0
1341,2011,Yukon,Gross sales of gasoline,Litres,thousands,72336.0
1342,2011,Yukon,Net sales of diesel oil,Litres,thousands,63585.0
1343,2011,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1344,2011,Northwest Territories,Net sales of gasoline,Litres,thousands,42415.0
1345,2011,Northwest Territories,Gross sales of gasoline,Litres,thousands,48129.0
1346,2011,Northwest Territories,Net sales of diesel oil,Litres,thousands,104541.0
1347,2011,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1348,2011,Nunavut,Net sales of gasoline,Litres,thousands,19332.0
1349,2011,Nunavut,Gross sales of gasoline,Litres,thousands,19332.0
1350,2011,Nunavut,Net sales of diesel oil,Litres,thousands,8533.0
1351,2011,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1352,2012,Canada,Net sales of gasoline,Litres,thousands,40444101.0
1353,2012,Canada,Gross sales of gasoline,Litres,thousands,42032522.0
1354,2012,Canada,Net sales of diesel oil,Litres,thousands,17455650.0
1355,2012,Canada,Net sales of liquefied petroleum gas,Litres,thousands,299342.0
1356,2012,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,700449.0
1357,2012,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,710752.0
1358,2012,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,266750.0
1359,2012,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,1138.0
1360,2012,Prince Edward Island,Net sales of gasoline,Litres,thousands,203670.0
1361,2012,Prince Edward Island,Gross sales of gasoline,Litres,thousands,208586.0
1362,2012,Prince Edward Island,Net sales of diesel oil,Litres,thousands,40938.0
1363,2012,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1364,2012,Nova Scotia,Net sales of gasoline,Litres,thousands,1174963.0
1365,2012,Nova Scotia,Gross sales of gasoline,Litres,thousands,1203213.0
1366,2012,Nova Scotia,Net sales of diesel oil,Litres,thousands,387458.0
1367,2012,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,4038.0
1368,2012,New Brunswick,Net sales of gasoline,Litres,thousands,1070276.0
1369,2012,New Brunswick,Gross sales of gasoline,Litres,thousands,1111923.0
1370,2012,New Brunswick,Net sales of diesel oil,Litres,thousands,427456.0
1371,2012,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,-195.0
1372,2012,Quebec,Net sales of gasoline,Litres,thousands,8342269.0
1373,2012,Quebec,Gross sales of gasoline,Litres,thousands,8628479.0
1374,2012,Quebec,Net sales of diesel oil,Litres,thousands,3127333.0
1375,2012,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1376,2012,Ontario,Net sales of gasoline,Litres,thousands,15575798.0
1377,2012,Ontario,Gross sales of gasoline,Litres,thousands,15792909.0
1378,2012,Ontario,Net sales of diesel oil,Litres,thousands,5043892.0
1379,2012,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,59141.0
1380,2012,Manitoba,Net sales of gasoline,Litres,thousands,1478441.0
1381,2012,Manitoba,Gross sales of gasoline,Litres,thousands,1586801.0
1382,2012,Manitoba,Net sales of diesel oil,Litres,thousands,777907.0
1383,2012,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,102938.0
1384,2012,Saskatchewan,Net sales of gasoline,Litres,thousands,1403561.0
1385,2012,Saskatchewan,Gross sales of gasoline,Litres,thousands,1733074.0
1386,2012,Saskatchewan,Net sales of diesel oil,Litres,thousands,1404366.0
1387,2012,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,78082.0
1388,2012,Alberta,Net sales of gasoline,Litres,thousands,6001700.0
1389,2012,Alberta,Gross sales of gasoline,Litres,thousands,6221400.0
1390,2012,Alberta,Net sales of diesel oil,Litres,thousands,4054000.0
1391,2012,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,54200.0
1392,2012,British Columbia,Net sales of gasoline,Litres,thousands,4348707.0
1393,2012,British Columbia,Gross sales of gasoline,Litres,thousands,4682115.0
1394,2012,British Columbia,Net sales of diesel oil,Litres,thousands,1761637.0
1395,2012,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,
1396,2012,Yukon,Net sales of gasoline,Litres,thousands,68821.0
1397,2012,Yukon,Gross sales of gasoline,Litres,thousands,69513.0
1398,2012,Yukon,Net sales of diesel oil,Litres,thousands,60227.0
1399,2012,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1400,2012,Northwest Territories,Net sales of gasoline,Litres,thousands,40751.0
1401,2012,Northwest Territories,Gross sales of gasoline,Litres,thousands,49061.0
1402,2012,Northwest Territories,Net sales of diesel oil,Litres,thousands,93260.0
1403,2012,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1404,2012,Nunavut,Net sales of gasoline,Litres,thousands,34697.0
1405,2012,Nunavut,Gross sales of gasoline,Litres,thousands,34697.0
1406,2012,Nunavut,Net sales of diesel oil,Litres,thousands,10424.0
1407,2012,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1408,2013,Canada,Net sales of gasoline,Litres,thousands,41449632.0
1409,2013,Canada,Gross sales of gasoline,Litres,thousands,42902507.0
1410,2013,Canada,Net sales of diesel oil,Litres,thousands,17893224.0
1411,2013,Canada,Net sales of liquefied petroleum gas,Litres,thousands,510168.0
1412,2013,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,700063.0
1413,2013,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,709837.0
1414,2013,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,312260.0
1415,2013,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,1327.0
1416,2013,Prince Edward Island,Net sales of gasoline,Litres,thousands,198920.0
1417,2013,Prince Edward Island,Gross sales of gasoline,Litres,thousands,202122.0
1418,2013,Prince Edward Island,Net sales of diesel oil,Litres,thousands,37611.0
1419,2013,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1420,2013,Nova Scotia,Net sales of gasoline,Litres,thousands,1182460.0
1421,2013,Nova Scotia,Gross sales of gasoline,Litres,thousands,1187817.0
1422,2013,Nova Scotia,Net sales of diesel oil,Litres,thousands,401030.0
1423,2013,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,5109.0
1424,2013,New Brunswick,Net sales of gasoline,Litres,thousands,1058603.0
1425,2013,New Brunswick,Gross sales of gasoline,Litres,thousands,1109314.0
1426,2013,New Brunswick,Net sales of diesel oil,Litres,thousands,370677.0
1427,2013,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,4651.0
1428,2013,Quebec,Net sales of gasoline,Litres,thousands,8188958.0
1429,2013,Quebec,Gross sales of gasoline,Litres,thousands,8607609.0
1430,2013,Quebec,Net sales of diesel oil,Litres,thousands,2958876.0
1431,2013,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1432,2013,Ontario,Net sales of gasoline,Litres,thousands,16410257.0
1433,2013,Ontario,Gross sales of gasoline,Litres,thousands,16656023.0
1434,2013,Ontario,Net sales of diesel oil,Litres,thousands,5171298.0
1435,2013,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,54860.0
1436,2013,Manitoba,Net sales of gasoline,Litres,thousands,1524455.0
1437,2013,Manitoba,Gross sales of gasoline,Litres,thousands,1609000.0
1438,2013,Manitoba,Net sales of diesel oil,Litres,thousands,788827.0
1439,2013,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,97053.0
1440,2013,Saskatchewan,Net sales of gasoline,Litres,thousands,1532344.0
1441,2013,Saskatchewan,Gross sales of gasoline,Litres,thousands,1818614.0
1442,2013,Saskatchewan,Net sales of diesel oil,Litres,thousands,1356060.0
1443,2013,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,86687.0
1444,2013,Alberta,Net sales of gasoline,Litres,thousands,6199500.0
1445,2013,Alberta,Gross sales of gasoline,Litres,thousands,6369700.0
1446,2013,Alberta,Net sales of diesel oil,Litres,thousands,4204500.0
1447,2013,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,63800.0
1448,2013,British Columbia,Net sales of gasoline,Litres,thousands,4336807.0
1449,2013,British Columbia,Gross sales of gasoline,Litres,thousands,4504633.0
1450,2013,British Columbia,Net sales of diesel oil,Litres,thousands,2145516.0
1451,2013,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,196681.0
1452,2013,Yukon,Net sales of gasoline,Litres,thousands,63744.0
1453,2013,Yukon,Gross sales of gasoline,Litres,thousands,64190.0
1454,2013,Yukon,Net sales of diesel oil,Litres,thousands,52852.0
1455,2013,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1456,2013,Northwest Territories,Net sales of gasoline,Litres,thousands,39618.0
1457,2013,Northwest Territories,Gross sales of gasoline,Litres,thousands,49744.0
1458,2013,Northwest Territories,Net sales of diesel oil,Litres,thousands,84550.0
1459,2013,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1460,2013,Nunavut,Net sales of gasoline,Litres,thousands,13903.0
1461,2013,Nunavut,Gross sales of gasoline,Litres,thousands,13903.0
1462,2013,Nunavut,Net sales of diesel oil,Litres,thousands,9168.0
1463,2013,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1464,2014,Canada,Net sales of gasoline,Litres,thousands,41418428.0
1465,2014,Canada,Gross sales of gasoline,Litres,thousands,42651789.0
1466,2014,Canada,Net sales of diesel oil,Litres,thousands,18118660.0
1467,2014,Canada,Net sales of liquefied petroleum gas,Litres,thousands,635009.0
1468,2014,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,741509.0
1469,2014,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,753748.0
1470,2014,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,316566.0
1471,2014,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,1192.0
1472,2014,Prince Edward Island,Net sales of gasoline,Litres,thousands,199500.0
1473,2014,Prince Edward Island,Gross sales of gasoline,Litres,thousands,201891.0
1474,2014,Prince Edward Island,Net sales of diesel oil,Litres,thousands,39880.0
1475,2014,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1476,2014,Nova Scotia,Net sales of gasoline,Litres,thousands,1183836.0
1477,2014,Nova Scotia,Gross sales of gasoline,Litres,thousands,1197193.0
1478,2014,Nova Scotia,Net sales of diesel oil,Litres,thousands,401662.0
1479,2014,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,2649.0
1480,2014,New Brunswick,Net sales of gasoline,Litres,thousands,1054921.0
1481,2014,New Brunswick,Gross sales of gasoline,Litres,thousands,1107392.0
1482,2014,New Brunswick,Net sales of diesel oil,Litres,thousands,381275.0
